tool,strain,length,flag,position,threshold,cov,n
breakdancer,CBA_J,13064,TN,14011442,100,16,8
breakdancer,CBA_J,38084,TN,14173171,100,16,8
breakdancer,CBA_J,23786,TN,14211678,100,16,8
breakdancer,CBA_J,21055,TN,14235762,100,16,8
breakdancer,CBA_J,4295,TN,14257265,100,16,8
breakdancer,CBA_J,221690,TN,14569652,100,16,8
breakdancer,CBA_J,734426,TN,14792645,100,16,8
breakdancer,CBA_J,311903,TN,15527513,100,16,8
breakdancer,CBA_J,46740,TN,16806225,100,16,8
breakdancer,CBA_J,704,TN,17075566,100,16,8
breakdancer,CBA_J,13225,TN,17844076,100,16,8
breakdancer,CBA_J,10630,TN,17857639,100,16,8
breakdancer,CBA_J,116657,TN,17942286,100,16,8
breakdancer,CBA_J,35961,TN,18060793,100,16,8
breakdancer,CBA_J,104619,TN,18121997,100,16,8
breakdancer,CBA_J,35023,TN,18232838,100,16,8
breakdancer,CBA_J,151330,TN,18699566,100,16,8
breakdancer,CBA_J,347316,TN,19416203,100,16,8
breakdancer,CBA_J,77857,TN,19985551,100,16,8
breakdancer,CBA_J,11163,TN,20755380,100,16,8
breakdancer,CBA_J,153762,TN,21982402,100,16,8
breakdancer,CBA_J,117315,TN,22136597,100,16,8
breakdancer,CBA_J,151905,TN,22254290,100,16,8
breakdancer,CBA_J,16569,TN,22443663,100,16,8
breakdancer,CBA_J,70760,TN,22651681,100,16,8
breakdancer,CBA_J,25017,TN,22808219,100,16,8
breakdancer,CBA_J,25393,TN,22908535,100,16,8
breakdancer,CBA_J,41202,TN,23018180,100,16,8
breakdancer,CBA_J,50302,TN,23158710,100,16,8
breakdancer,CBA_J,5678,TN,23478970,100,16,8
breakdancer,CBA_J,53502,TN,23622353,100,16,8
breakdancer,CBA_J,73959,TN,23676749,100,16,8
breakdancer,CBA_J,39280,TN,23753995,100,16,8
breakdancer,CBA_J,12238,TN,23944704,100,16,8
breakdancer,CBA_J,24479,TN,24053280,100,16,8
breakdancer,CBA_J,39353,TN,24078022,100,16,8
breakdancer,CBA_J,4335,TN,24608695,100,16,8
breakdancer,CBA_J,77698,TN,24696982,100,16,8
breakdancer,CBA_J,113998,TN,24919164,100,16,8
breakdancer,CBA_J,51085,TN,25033597,100,16,8
breakdancer,CBA_J,115986,TN,32087213,100,16,8
breakdancer,CBA_J,167231,TN,32209572,100,16,8
breakdancer,CBA_J,126316,TN,32750179,100,16,8
breakdancer,CBA_J,254869,TN,36803144,100,16,8
breakdancer,CBA_J,22162,TN,37595291,100,16,8
breakdancer,CBA_J,174310,TN,37624486,100,16,8
breakdancer,CBA_J,134821,TN,38080309,100,16,8
breakdancer,CBA_J,4069,TN,39388319,100,16,8
breakdancer,CBA_J,13806,TN,39398665,100,16,8
breakdancer,CBA_J,744,TN,39419824,100,16,8
breakdancer,CBA_J,12935,TN,39524260,100,16,8
breakdancer,CBA_J,270512,TN,40237918,100,16,8
breakdancer,CBA_J,120929,TN,41526972,100,16,8
breakdancer,CBA_J,25108,TN,42059739,100,16,8
breakdancer,CBA_J,155973,TN,42783482,100,16,8
breakdancer,CBA_J,58629,TN,42939824,100,16,8
breakdancer,CBA_J,207387,TN,43145197,100,16,8
breakdancer,CBA_J,86678,TN,43865067,100,16,8
breakdancer,CBA_J,50719,TN,43952013,100,16,8
breakdancer,CBA_J,34822,TN,45096482,100,16,8
breakdancer,CBA_J,43444,TN,45131898,100,16,8
breakdancer,CBA_J,326626,TN,45372526,100,16,8
breakdancer,CBA_J,70474,TN,45759322,100,16,8
breakdancer,CBA_J,67087,TN,46651659,100,16,8
breakdancer,CBA_J,33541,TN,46719161,100,16,8
breakdancer,CBA_J,1698,TN,47156587,100,16,8
breakdancer,CBA_J,293898,TN,47196448,100,16,8
breakdancer,CBA_J,2947,TN,47593316,100,16,8
breakdancer,CBA_J,1257,TN,51550020,100,16,8
breakdancer,CBA_J,414973,TN,52309667,100,16,8
breakdancer,CBA_J,14306,TN,52971306,100,16,8
breakdancer,CBA_J,22825,TN,57135812,100,16,8
breakdancer,CBA_J,82966,TN,57431305,100,16,8
breakdancer,CBA_J,81382,TN,57520632,100,16,8
breakdancer,CBA_J,52566,TN,57774578,100,16,8
breakdancer,CBA_J,51666,TN,59610510,100,16,8
breakdancer,CBA_J,46771,TN,59767304,100,16,8
breakdancer,CBA_J,4835,TN,59820224,100,16,8
breakdancer,CBA_J,45371,TN,59826681,100,16,8
breakdancer,CBA_J,18895,TN,59999847,100,16,8
breakdancer,CBA_J,31290,TN,60024946,100,16,8
breakdancer,CBA_J,13253,TN,60056825,100,16,8
breakdancer,CBA_J,37980,TN,60309623,100,16,8
breakdancer,CBA_J,11451,TN,60692234,100,16,8
breakdancer,CBA_J,47689,TN,10110572,100,16,9
breakdancer,CBA_J,13863,TN,10166433,100,16,9
breakdancer,CBA_J,102477,TN,10568417,100,16,9
breakdancer,CBA_J,12974,TN,12069395,100,16,9
breakdancer,CBA_J,71385,TN,12086708,100,16,9
breakdancer,CBA_J,47221,TN,12509324,100,16,9
breakdancer,CBA_J,6648,TN,12815129,100,16,9
breakdancer,CBA_J,230079,TN,13540433,100,16,9
breakdancer,CBA_J,89479,TN,13777171,100,16,9
breakdancer,CBA_J,4836,TN,13867025,100,16,9
breakdancer,CBA_J,92186,TN,13906370,100,16,9
breakdancer,CBA_J,13058,TN,14011469,100,16,9
breakdancer,CBA_J,38082,TN,14173175,100,16,9
breakdancer,CBA_J,23786,TN,14211678,100,16,9
breakdancer,CBA_J,21047,TN,14235763,100,16,9
breakdancer,CBA_J,4259,TN,14257265,100,16,9
breakdancer,CBA_J,734437,TN,14792645,100,16,9
breakdancer,CBA_J,311906,TN,15527513,100,16,9
breakdancer,CBA_J,46740,TN,16806225,100,16,9
breakdancer,CBA_J,35243,TN,16853211,100,16,9
breakdancer,CBA_J,751,TN,17075586,100,16,9
breakdancer,CBA_J,18409,TN,17261995,100,16,9
breakdancer,CBA_J,10642,TN,17857639,100,16,9
breakdancer,CBA_J,116657,TN,17942286,100,16,9
breakdancer,CBA_J,35961,TN,18060793,100,16,9
breakdancer,CBA_J,21056,TN,18100594,100,16,9
breakdancer,CBA_J,104635,TN,18121997,100,16,9
breakdancer,CBA_J,151336,TN,18699566,100,16,9
breakdancer,CBA_J,91770,TN,19322759,100,16,9
breakdancer,CBA_J,347316,TN,19416203,100,16,9
breakdancer,CBA_J,77857,TN,19985551,100,16,9
breakdancer,CBA_J,11204,TN,20755380,100,16,9
breakdancer,CBA_J,153631,TN,21982402,100,16,9
breakdancer,CBA_J,16544,TN,22443663,100,16,9
breakdancer,CBA_J,70739,TN,22651681,100,16,9
breakdancer,CBA_J,25080,TN,22808154,100,16,9
breakdancer,CBA_J,25418,TN,22908535,100,16,9
breakdancer,CBA_J,75616,TN,22934241,100,16,9
breakdancer,CBA_J,7737,TN,23010199,100,16,9
breakdancer,CBA_J,41216,TN,23018180,100,16,9
breakdancer,CBA_J,21740,TN,23076407,100,16,9
breakdancer,CBA_J,50327,TN,23158710,100,16,9
breakdancer,CBA_J,5655,TN,23478970,100,16,9
breakdancer,CBA_J,53489,TN,23622353,100,16,9
breakdancer,CBA_J,73959,TN,23676749,100,16,9
breakdancer,CBA_J,12232,TN,23944704,100,16,9
breakdancer,CBA_J,24478,TN,24053280,100,16,9
breakdancer,CBA_J,39340,TN,24078022,100,16,9
breakdancer,CBA_J,77712,TN,24696988,100,16,9
breakdancer,CBA_J,1666,TN,24910531,100,16,9
breakdancer,CBA_J,113974,TN,24919164,100,16,9
breakdancer,CBA_J,51071,TN,25033597,100,16,9
breakdancer,CBA_J,322903,TN,29660837,100,16,9
breakdancer,CBA_J,115998,TN,32087241,100,16,9
breakdancer,CBA_J,167276,TN,32209572,100,16,9
breakdancer,CBA_J,126275,TN,32750226,100,16,9
breakdancer,CBA_J,22182,TN,37595291,100,16,9
breakdancer,CBA_J,174300,TN,37624486,100,16,9
breakdancer,CBA_J,134938,TN,38080308,100,16,9
breakdancer,CBA_J,4082,TN,39388319,100,16,9
breakdancer,CBA_J,867,TN,39516840,100,16,9
breakdancer,CBA_J,12948,TN,39524261,100,16,9
breakdancer,CBA_J,72932,TN,41394974,100,16,9
breakdancer,CBA_J,16489,TN,41472962,100,16,9
breakdancer,CBA_J,35444,TN,41489797,100,16,9
breakdancer,CBA_J,121007,TN,41526972,100,16,9
breakdancer,CBA_J,6850,TN,41929592,100,16,9
breakdancer,CBA_J,155973,TN,42783482,100,16,9
breakdancer,CBA_J,58633,TN,42939824,100,16,9
breakdancer,CBA_J,139978,TN,43005060,100,16,9
breakdancer,CBA_J,50754,TN,43952013,100,16,9
breakdancer,CBA_J,34789,TN,45096482,100,16,9
breakdancer,CBA_J,43586,TN,45131898,100,16,9
breakdancer,CBA_J,326637,TN,45372526,100,16,9
breakdancer,CBA_J,84609,TN,45830169,100,16,9
breakdancer,CBA_J,33544,TN,46719118,100,16,9
breakdancer,CBA_J,1642,TN,47156598,100,16,9
breakdancer,CBA_J,22449,TN,47172162,100,16,9
breakdancer,CBA_J,9769,TN,48095912,100,16,9
breakdancer,CBA_J,1229,TN,51550020,100,16,9
breakdancer,CBA_J,414984,TN,52309659,100,16,9
breakdancer,CBA_J,26075,TN,52725795,100,16,9
breakdancer,CBA_J,86985,TN,52752110,100,16,9
breakdancer,CBA_J,22850,TN,57135812,100,16,9
breakdancer,CBA_J,82978,TN,57431306,100,16,9
breakdancer,CBA_J,81412,TN,57520632,100,16,9
breakdancer,CBA_J,52577,TN,57774574,100,16,9
breakdancer,CBA_J,51702,TN,59610510,100,16,9
breakdancer,CBA_J,46812,TN,59767299,100,16,9
breakdancer,CBA_J,4898,TN,59820224,100,16,9
breakdancer,CBA_J,45396,TN,59826681,100,16,9
breakdancer,CBA_J,18920,TN,59999847,100,16,9
breakdancer,CBA_J,31290,TN,60024946,100,16,9
breakdancer,CBA_J,13225,TN,60056825,100,16,9
breakdancer,CBA_J,37977,TN,60309623,100,16,9
breakdancer,CBA_J,1457,TN,60642339,100,16,9
breakdancer,CBA_J,3099,TN,60654020,100,16,9
breakdancer,CBA_J,230006,TN,13540433,10,16,1
breakdancer,CBA_J,23773,TN,14211678,10,16,1
breakdancer,CBA_J,4259,TN,14257265,10,16,1
breakdancer,CBA_J,39378,TN,24078022,10,16,1
breakdancer,CBA_J,12935,TN,39524260,10,16,1
breakdancer,CBA_J,58629,TN,42939824,10,16,1
breakdancer,CBA_J,3929,TN,10106358,10,16,3
breakdancer,CBA_J,12965,TN,12069363,10,16,3
breakdancer,CBA_J,23778,TN,14211678,10,16,3
breakdancer,CBA_J,4089,TN,39388326,10,16,3
breakdancer,CBA_J,1642,TN,47156587,10,16,3
breakdancer,CBA_J,47716,TN,10110572,10,16,4
breakdancer,CBA_J,29832,TN,24117583,10,16,4
breakdancer,CBA_J,167276,TN,32209572,10,16,4
breakdancer,CBA_J,12929,TN,39524260,10,16,4
breakdancer,CBA_J,47716,TN,10110572,10,16,5
breakdancer,CBA_J,230006,TN,13540433,10,16,5
breakdancer,CBA_J,23774,TN,14211678,10,16,5
breakdancer,CBA_J,4259,TN,14257265,10,16,5
breakdancer,CBA_J,91770,TN,19322759,10,16,5
breakdancer,CBA_J,16523,TN,22443663,10,16,5
breakdancer,CBA_J,12926,TN,39524261,10,16,5
breakdancer,CBA_J,58615,TN,42939824,10,16,5
breakdancer,CBA_J,70782,TN,45915067,10,16,5
breakdancer,CBA_J,47166,TN,12509324,10000,2,1
breakdancer,CBA_J,23765,TN,14211699,10000,2,1
breakdancer,CBA_J,20902,TN,14235875,10000,2,1
breakdancer,CBA_J,4143,TN,14257265,10000,2,1
breakdancer,CBA_J,734248,TN,14792646,10000,2,1
breakdancer,CBA_J,311716,TN,15527513,10000,2,1
breakdancer,CBA_J,60503,TN,15846589,10000,2,1
breakdancer,CBA_J,35921,TN,18060793,10000,2,1
breakdancer,CBA_J,151341,TN,18699575,10000,2,1
breakdancer,CBA_J,31226,TN,22409741,10000,2,1
breakdancer,CBA_J,24390,TN,24053368,10000,2,1
breakdancer,CBA_J,77633,TN,24696988,10000,2,1
breakdancer,CBA_J,822,TN,39516864,10000,2,1
breakdancer,CBA_J,12963,TN,39524272,10000,2,1
breakdancer,CBA_J,326432,TN,45372614,10000,2,1
breakdancer,CBA_J,971,TN,51550104,10000,2,1
breakdancer,CBA_J,13862,TN,52971434,10000,2,1
breakdancer,CBA_J,81217,TN,57520697,10000,2,1
breakdancer,CBA_J,18756,TN,59999886,10000,2,1
breakdancer,CBA_J,31042,TN,60025058,10000,2,1
breakdancer,CBA_J,658020,TN,61193693,10000,2,1
breakdancer,CBA_J,20956,TN,14235780,1000,2,2
breakdancer,CBA_J,35873,TN,18060882,1000,2,2
breakdancer,CBA_J,70733,TN,22651681,1000,2,2
breakdancer,CBA_J,5703,TN,23478970,1000,2,2
breakdancer,CBA_J,12035,TN,23944941,1000,2,2
breakdancer,CBA_J,9807,TN,24042251,1000,2,2
breakdancer,CBA_J,82858,TN,57431408,1000,2,2
breakdancer,CBA_J,11380,TN,60692300,1000,2,2
breakdancer,CBA_J,47169,TN,12509376,1000,2,3
breakdancer,CBA_J,37864,TN,14173194,1000,2,3
breakdancer,CBA_J,734415,TN,14792649,1000,2,3
breakdancer,CBA_J,311666,TN,15527677,1000,2,3
breakdancer,CBA_J,59430,TN,15846589,1000,2,3
breakdancer,CBA_J,70680,TN,22651703,1000,2,3
breakdancer,CBA_J,73845,TN,23676756,1000,2,3
breakdancer,CBA_J,1193,TN,51550020,1000,2,3
breakdancer,CBA_J,14274,TN,52971307,1000,2,3
breakdancer,CBA_J,22820,TN,57135812,1000,2,3
breakdancer,CBA_J,52368,TN,57774642,1000,2,3
breakdancer,CBA_J,37638,TN,60309782,1000,2,3
breakdancer,CBA_J,33913,TN,60657790,1000,2,3
breakdancer,CBA_J,12927,TN,14011495,1000,2,5
breakdancer,CBA_J,23770,TN,14211694,1000,2,5
breakdancer,CBA_J,18155,TN,17262142,1000,2,5
breakdancer,CBA_J,58432,TN,42939908,1000,2,5
breakdancer,CBA_J,327065,TN,45371941,1000,2,5
breakdancer,CBA_J,91613,TN,47602627,1000,2,5
breakdancer,CBA_J,14216,TN,52971306,1000,2,5
breakdancer,CBA_J,22649,TN,57135961,1000,2,5
breakdancer,CBA_J,82749,TN,57431467,1000,2,5
breakdancer,CBA_J,4898,TN,59820224,1000,2,5
breakdancer,CBA_J,71348,TN,12086709,1000,2,7
breakdancer,CBA_J,18350,TN,17261995,1000,2,7
breakdancer,CBA_J,50251,TN,23158779,1000,2,7
breakdancer,CBA_J,12084,TN,23944704,1000,2,7
breakdancer,CBA_J,3147,TN,60650322,1000,2,7
breakdancer,CBA_J,23765,TN,14211699,100,2,6
breakdancer,CBA_J,116547,TN,17942319,100,2,6
breakdancer,CBA_J,14274,TN,52971307,100,2,6
breakdancer,CBA_J,81344,TN,57520632,100,2,6
breakdancer,CBA_J,51609,TN,59610531,100,2,6
breakdancer,CBA_J,45327,TN,59826716,100,2,6
breakdancer,CBA_J,151307,TN,18699571,100,2,8
breakdancer,CBA_J,5665,TN,23478982,100,2,8
breakdancer,CBA_J,53402,TN,23622339,100,2,8
breakdancer,CBA_J,31235,TN,60024987,100,2,8
breakdancer,CBA_J,14216,TN,52971306,10,2,5
breakdancer,CBA_J,89334,TN,6290858,100,32,2
breakdancer,CBA_J,15011,TN,6380392,100,32,2
breakdancer,CBA_J,443759,TN,6680025,100,32,2
breakdancer,CBA_J,178845,TN,7252927,100,32,2
breakdancer,CBA_J,103459,TN,8346693,100,32,2
breakdancer,CBA_J,249089,TN,8451950,100,32,2
breakdancer,CBA_J,3983,TN,10106358,100,32,2
breakdancer,CBA_J,47749,TN,10110572,100,32,2
breakdancer,CBA_J,7593,TN,10158492,100,32,2
breakdancer,CBA_J,102576,TN,10568417,100,32,2
breakdancer,CBA_J,43811,TN,10671180,100,32,2
breakdancer,CBA_J,55446,TN,10752242,100,32,2
breakdancer,CBA_J,77793,TN,10808053,100,32,2
breakdancer,CBA_J,1051015,TN,10887502,100,32,2
breakdancer,CBA_J,83766,TN,11985096,100,32,2
breakdancer,CBA_J,12970,TN,12069358,100,32,2
breakdancer,CBA_J,71406,TN,12086707,100,32,2
breakdancer,CBA_J,47221,TN,12509324,100,32,2
breakdancer,CBA_J,6677,TN,12815134,100,32,2
breakdancer,CBA_J,230097,TN,13540415,100,32,2
breakdancer,CBA_J,4830,TN,13867025,100,32,2
breakdancer,CBA_J,92213,TN,13906349,100,32,2
breakdancer,CBA_J,13085,TN,14011442,100,32,2
breakdancer,CBA_J,38073,TN,14173175,100,32,2
breakdancer,CBA_J,23797,TN,14211678,100,32,2
breakdancer,CBA_J,21055,TN,14235762,100,32,2
breakdancer,CBA_J,4295,TN,14257265,100,32,2
breakdancer,CBA_J,734462,TN,14792645,100,32,2
breakdancer,CBA_J,311941,TN,15527513,100,32,2
breakdancer,CBA_J,46758,TN,16806225,100,32,2
breakdancer,CBA_J,769,TN,17075566,100,32,2
breakdancer,CBA_J,9163,TN,17377818,100,32,2
breakdancer,CBA_J,175153,TN,17668789,100,32,2
breakdancer,CBA_J,10643,TN,17857639,100,32,2
breakdancer,CBA_J,7299,TN,17928558,100,32,2
breakdancer,CBA_J,116651,TN,17942286,100,32,2
breakdancer,CBA_J,35977,TN,18060793,100,32,2
breakdancer,CBA_J,21114,TN,18100594,100,32,2
breakdancer,CBA_J,104628,TN,18121997,100,32,2
breakdancer,CBA_J,34961,TN,18232838,100,32,2
breakdancer,CBA_J,151328,TN,18699566,100,32,2
breakdancer,CBA_J,91770,TN,19322759,100,32,2
breakdancer,CBA_J,77857,TN,19985551,100,32,2
breakdancer,CBA_J,11182,TN,20755380,100,32,2
breakdancer,CBA_J,153713,TN,21982402,100,32,2
breakdancer,CBA_J,16498,TN,22443663,100,32,2
breakdancer,CBA_J,70739,TN,22651681,100,32,2
breakdancer,CBA_J,25070,TN,22808166,100,32,2
breakdancer,CBA_J,25333,TN,22908535,100,32,2
breakdancer,CBA_J,75611,TN,22934235,100,32,2
breakdancer,CBA_J,7722,TN,23010199,100,32,2
breakdancer,CBA_J,41202,TN,23018180,100,32,2
breakdancer,CBA_J,21832,TN,23076407,100,32,2
breakdancer,CBA_J,59543,TN,23098870,100,32,2
breakdancer,CBA_J,50304,TN,23158708,100,32,2
breakdancer,CBA_J,30250,TN,23233715,100,32,2
breakdancer,CBA_J,5689,TN,23478970,100,32,2
breakdancer,CBA_J,19996,TN,23548419,100,32,2
breakdancer,CBA_J,53503,TN,23622339,100,32,2
breakdancer,CBA_J,73952,TN,23676749,100,32,2
breakdancer,CBA_J,39280,TN,23753995,100,32,2
breakdancer,CBA_J,12259,TN,23944704,100,32,2
breakdancer,CBA_J,24504,TN,24053280,100,32,2
breakdancer,CBA_J,39388,TN,24078022,100,32,2
breakdancer,CBA_J,3052,TN,24227385,100,32,2
breakdancer,CBA_J,12327,TN,24287492,100,32,2
breakdancer,CBA_J,4370,TN,24608695,100,32,2
breakdancer,CBA_J,77723,TN,24696982,100,32,2
breakdancer,CBA_J,113998,TN,24919164,100,32,2
breakdancer,CBA_J,51071,TN,25033597,100,32,2
breakdancer,CBA_J,115986,TN,32087213,100,32,2
breakdancer,CBA_J,167231,TN,32209572,100,32,2
breakdancer,CBA_J,198932,TN,32377040,100,32,2
breakdancer,CBA_J,11255,TN,32738658,100,32,2
breakdancer,CBA_J,126327,TN,32750226,100,32,2
breakdancer,CBA_J,22207,TN,37595291,100,32,2
breakdancer,CBA_J,174335,TN,37624486,100,32,2
breakdancer,CBA_J,134938,TN,38080308,100,32,2
breakdancer,CBA_J,4082,TN,39388319,100,32,2
breakdancer,CBA_J,13812,TN,39398660,100,32,2
breakdancer,CBA_J,770,TN,39419824,100,32,2
breakdancer,CBA_J,925,TN,39516782,100,32,2
breakdancer,CBA_J,12975,TN,39524260,100,32,2
breakdancer,CBA_J,270546,TN,40237918,100,32,2
breakdancer,CBA_J,42726,TN,40773640,100,32,2
breakdancer,CBA_J,16490,TN,41472961,100,32,2
breakdancer,CBA_J,35528,TN,41489764,100,32,2
breakdancer,CBA_J,121006,TN,41526972,100,32,2
breakdancer,CBA_J,6830,TN,41929612,100,32,2
breakdancer,CBA_J,122961,TN,41936628,100,32,2
breakdancer,CBA_J,25087,TN,42059753,100,32,2
breakdancer,CBA_J,155989,TN,42783482,100,32,2
breakdancer,CBA_J,58629,TN,42939824,100,32,2
breakdancer,CBA_J,56534,TN,43808352,100,32,2
breakdancer,CBA_J,50754,TN,43952013,100,32,2
breakdancer,CBA_J,34835,TN,45096482,100,32,2
breakdancer,CBA_J,43587,TN,45131897,100,32,2
breakdancer,CBA_J,326637,TN,45372526,100,32,2
breakdancer,CBA_J,70488,TN,45759308,100,32,2
breakdancer,CBA_J,70813,TN,45915067,100,32,2
breakdancer,CBA_J,67081,TN,46651659,100,32,2
breakdancer,CBA_J,33591,TN,46719111,100,32,2
breakdancer,CBA_J,1726,TN,47156559,100,32,2
breakdancer,CBA_J,13006,TN,47158953,100,32,2
breakdancer,CBA_J,22477,TN,47172162,100,32,2
breakdancer,CBA_J,293800,TN,47196448,100,32,2
breakdancer,CBA_J,1232,TN,51550020,100,32,2
breakdancer,CBA_J,414961,TN,52309657,100,32,2
breakdancer,CBA_J,26076,TN,52725795,100,32,2
breakdancer,CBA_J,14281,TN,52971306,100,32,2
breakdancer,CBA_J,38754,TN,57074572,100,32,2
breakdancer,CBA_J,22850,TN,57135812,100,32,2
breakdancer,CBA_J,82969,TN,57431305,100,32,2
breakdancer,CBA_J,81393,TN,57520632,100,32,2
breakdancer,CBA_J,33177,TN,57741231,100,32,2
breakdancer,CBA_J,52570,TN,57774574,100,32,2
breakdancer,CBA_J,25668,TN,59505636,100,32,2
breakdancer,CBA_J,51673,TN,59610510,100,32,2
breakdancer,CBA_J,46767,TN,59767319,100,32,2
breakdancer,CBA_J,4871,TN,59820224,100,32,2
breakdancer,CBA_J,45362,TN,59826681,100,32,2
breakdancer,CBA_J,10135,TN,59874886,100,32,2
breakdancer,CBA_J,18905,TN,59999847,100,32,2
breakdancer,CBA_J,31290,TN,60024946,100,32,2
breakdancer,CBA_J,13301,TN,60056825,100,32,2
breakdancer,CBA_J,38016,TN,60309623,100,32,2
breakdancer,CBA_J,12870,TN,60572957,100,32,2
breakdancer,CBA_J,13646,TN,60627620,100,32,2
breakdancer,CBA_J,1482,TN,60642339,100,32,2
breakdancer,CBA_J,11443,TN,60692234,100,32,2
breakdancer,CBA_J,44862,TN,60880477,100,32,2
breakdancer,CBA_J,811,TN,61025771,100,32,2
breakdancer,CBA_J,86228,TN,61026843,100,32,2
breakdancer,CBA_J,920,TN,61113350,100,32,2
breakdancer,CBA_J,9126,TN,17377855,10,32,10
breakdancer,CBA_J,29832,TN,24117583,10,32,10
breakdancer,CBA_J,67062,TN,46651659,10,32,10
breakdancer,CBA_J,13301,TN,60056825,10,32,10
breakdancer,CBA_J,4830,TN,13867025,10,32,2
breakdancer,CBA_J,91770,TN,19322759,10,32,2
breakdancer,CBA_J,121006,TN,41526972,10,32,2
breakdancer,CBA_J,58629,TN,42939824,10,32,2
breakdancer,CBA_J,13301,TN,60056825,10,32,2
breakdancer,CBA_J,50257,TN,4845341,10,32,7
breakdancer,CBA_J,117392,TN,22136597,10,32,7
breakdancer,CBA_J,73028,TN,41394973,10,32,7
breakdancer,CBA_J,121006,TN,41526972,10,32,7
breakdancer,CBA_J,70782,TN,45915067,10,32,7
breakdancer,CBA_J,67062,TN,46651659,10,32,7
breakdancer,CBA_J,13301,TN,60056825,10,32,7
breakdancer,CBA_J,3935,TN,10106352,10,32,8
breakdancer,CBA_J,4830,TN,13867025,10,32,8
breakdancer,CBA_J,914,TN,39516785,10,32,8
breakdancer,CBA_J,121006,TN,41526972,10,32,8
breakdancer,CBA_J,39382,TN,24078022,10,32,9
breakdancer,CBA_J,12935,TN,39524260,10,32,9
breakdancer,CBA_J,1219926,TN,8890409,10000,4,10
breakdancer,CBA_J,14663,TN,12069358,10000,4,10
breakdancer,CBA_J,1934,TN,12084328,10000,4,10
breakdancer,CBA_J,71360,TN,12086708,10000,4,10
breakdancer,CBA_J,47023,TN,12509508,10000,4,10
breakdancer,CBA_J,264256,TN,12557507,10000,4,10
breakdancer,CBA_J,38021,TN,14173189,10000,4,10
breakdancer,CBA_J,23700,TN,14211680,10000,4,10
breakdancer,CBA_J,21064,TN,14235763,10000,4,10
breakdancer,CBA_J,4248,TN,14257306,10000,4,10
breakdancer,CBA_J,734283,TN,14792646,10000,4,10
breakdancer,CBA_J,311916,TN,15527513,10000,4,10
breakdancer,CBA_J,59488,TN,15846589,10000,4,10
breakdancer,CBA_J,2502,TN,15906928,10000,4,10
breakdancer,CBA_J,6250,TN,17139301,10000,4,10
breakdancer,CBA_J,18401,TN,17261995,10000,4,10
breakdancer,CBA_J,116621,TN,17942286,10000,4,10
breakdancer,CBA_J,35948,TN,18060793,10000,4,10
breakdancer,CBA_J,151051,TN,18699752,10000,4,10
breakdancer,CBA_J,76112,TN,20063757,10000,4,10
breakdancer,CBA_J,153684,TN,21982402,10000,4,10
breakdancer,CBA_J,31357,TN,22409689,10000,4,10
breakdancer,CBA_J,16498,TN,22443663,10000,4,10
breakdancer,CBA_J,70715,TN,22651681,10000,4,10
breakdancer,CBA_J,25166,TN,22908644,10000,4,10
breakdancer,CBA_J,75574,TN,22934272,10000,4,10
breakdancer,CBA_J,49183,TN,23010199,10000,4,10
breakdancer,CBA_J,59810,TN,23098573,10000,4,10
breakdancer,CBA_J,50231,TN,23158729,10000,4,10
breakdancer,CBA_J,5557,TN,23478981,10000,4,10
breakdancer,CBA_J,73960,TN,23676749,10000,4,10
breakdancer,CBA_J,-1876,TN,24042254,10000,4,10
breakdancer,CBA_J,-436,TN,24230813,10000,4,10
breakdancer,CBA_J,81529,TN,24613513,10000,4,10
breakdancer,CBA_J,77549,TN,24696988,10000,4,10
breakdancer,CBA_J,51212,TN,24775866,10000,4,10
breakdancer,CBA_J,3542,TN,24908545,10000,4,10
breakdancer,CBA_J,114018,TN,24919173,10000,4,10
breakdancer,CBA_J,51047,TN,25033597,10000,4,10
breakdancer,CBA_J,161868,TN,32576451,10000,4,10
breakdancer,CBA_J,22139,TN,37595291,10000,4,10
breakdancer,CBA_J,175956,TN,37844451,10000,4,10
breakdancer,CBA_J,-630,TN,38021221,10000,4,10
breakdancer,CBA_J,224,TN,45371930,10000,4,10
breakdancer,CBA_J,326324,TN,45372602,10000,4,10
breakdancer,CBA_J,-7076,TN,45706228,10000,4,10
breakdancer,CBA_J,52681,TN,45706228,10000,4,10
breakdancer,CBA_J,1550,TN,47156650,10000,4,10
breakdancer,CBA_J,2921,TN,47593316,10000,4,10
breakdancer,CBA_J,91484,TN,47602807,10000,4,10
breakdancer,CBA_J,414956,TN,52309659,10000,4,10
breakdancer,CBA_J,14008,TN,52971376,10000,4,10
breakdancer,CBA_J,22573,TN,57135812,10000,4,10
breakdancer,CBA_J,82877,TN,57431352,10000,4,10
breakdancer,CBA_J,81370,TN,57520632,10000,4,10
breakdancer,CBA_J,40697,TN,58319195,10000,4,10
breakdancer,CBA_J,51656,TN,59610511,10000,4,10
breakdancer,CBA_J,45301,TN,59826681,10000,4,10
breakdancer,CBA_J,31139,TN,60024946,10000,4,10
breakdancer,CBA_J,-1118,TN,60642339,10000,4,10
breakdancer,CBA_J,1252,TN,60642536,10000,4,10
breakdancer,CBA_J,1286,TN,12082690,10000,4,1
breakdancer,CBA_J,501,TN,12084328,10000,4,1
breakdancer,CBA_J,720,TN,12085493,10000,4,1
breakdancer,CBA_J,71411,TN,12086709,10000,4,1
breakdancer,CBA_J,47221,TN,12509324,10000,4,1
