<<<<<<< HEAD
,flag,length,position,strain,threshold,tool
18449,TN,70698,22651693,A_J,100,delly
18450,TN,28448,23957515,A_J,100,delly
18451,TN,3437,24283645,A_J,100,delly
18452,TN,8731,24287498,A_J,100,delly
18453,TN,8699,24300031,A_J,100,delly
18454,TN,55046,24392610,A_J,100,delly
18455,TN,2725,24449267,A_J,100,delly
18456,TN,31077,24876880,A_J,100,delly
18457,TN,124632,24908498,A_J,100,delly
18458,TN,6925,25203718,A_J,100,delly
18459,TN,2437,25262393,A_J,100,delly
18460,TN,157975,25670091,A_J,100,delly
18461,TN,64500,25830329,A_J,100,delly
18462,TN,27430,25904553,A_J,100,delly
18463,TN,73471,26270425,A_J,100,delly
18464,TN,48455,26344061,A_J,100,delly
18465,TN,18946,27703168,A_J,100,delly
18466,TN,29215,27722163,A_J,100,delly
18467,TN,51947,28156148,A_J,100,delly
18468,TN,32649,28542486,A_J,100,delly
18469,TN,109446,28575804,A_J,100,delly
18470,TN,4590,32080902,A_J,100,delly
18471,TN,103834,32772695,A_J,100,delly
18472,TN,41692,34380584,A_J,100,delly
18473,TN,94987,34925815,A_J,100,delly
18474,TN,12158,35079818,A_J,100,delly
18475,TN,17911,35092499,A_J,100,delly
18476,TN,105348,37481354,A_J,100,delly
18477,TN,22101,37595335,A_J,100,delly
18478,TN,44684,37799196,A_J,100,delly
18479,TN,44684,37799196,A_J,100,delly
18480,TN,17849,38002722,A_J,100,delly
18481,TN,534,38021224,A_J,100,delly
18482,TN,7108,38021993,A_J,100,delly
18483,TN,42841,38382084,A_J,100,delly
18484,TN,221599,38428813,A_J,100,delly
18485,TN,99683,38852575,A_J,100,delly
18486,TN,35991,38952334,A_J,100,delly
18487,TN,7964,38988542,A_J,100,delly
18488,TN,17567,38996623,A_J,100,delly
18489,TN,116941,39014517,A_J,100,delly
18490,TN,7384,39135416,A_J,100,delly
18491,TN,2651,39143009,A_J,100,delly
18492,TN,4109,39388326,A_J,100,delly
18493,TN,13768,39398674,A_J,100,delly
18494,TN,747,39419838,A_J,100,delly
18495,TN,906,39516788,A_J,100,delly
18496,TN,7129,39684454,A_J,100,delly
18497,TN,28589,39695319,A_J,100,delly
18498,TN,223153,39724037,A_J,100,delly
18499,TN,1982,40018429,A_J,100,delly
18500,TN,5221,40096356,A_J,100,delly
18501,TN,610,40208195,A_J,100,delly
18502,TN,60023,40561755,A_J,100,delly
18503,TN,6406,40923255,A_J,100,delly
18504,TN,22667,41371053,A_J,100,delly
18505,TN,73140,41394976,A_J,100,delly
18506,TN,52296,41472969,A_J,100,delly
18507,TN,52296,41472969,A_J,100,delly
18508,TN,120960,41526989,A_J,100,delly
18509,TN,62700,41720033,A_J,100,delly
18510,TN,62700,41720033,A_J,100,delly
18511,TN,38863,41782948,A_J,100,delly
18512,TN,106792,41829644,A_J,100,delly
18513,TN,25129,42059744,A_J,100,delly
18514,TN,3431,42094328,A_J,100,delly
18515,TN,11029,42103499,A_J,100,delly
18516,TN,11029,42103499,A_J,100,delly
18517,TN,94189,42251786,A_J,100,delly
18518,TN,49064,42558887,A_J,100,delly
18519,TN,49064,42558887,A_J,100,delly
18520,TN,58587,42939830,A_J,100,delly
18521,TN,13929,43005071,A_J,100,delly
18522,TN,26952,43020087,A_J,100,delly
18523,TN,63432,43081575,A_J,100,delly
18524,TN,93888,43145210,A_J,100,delly
18525,TN,44932,44224948,A_J,100,delly
18526,TN,12987,44613069,A_J,100,delly
18527,TN,3343,45193829,A_J,100,delly
18528,TN,5024,45214604,A_J,100,delly
18529,TN,148517,45288431,A_J,100,delly
18530,TN,46673,45706234,A_J,100,delly
18531,TN,51296,45759315,A_J,100,delly
18532,TN,30483,46018233,A_J,100,delly
18533,TN,143029,46086081,A_J,100,delly
18534,TN,143029,46086081,A_J,100,delly
18535,TN,2235,46534454,A_J,100,delly
18536,TN,1729,46536898,A_J,100,delly
18537,TN,3014,46753557,A_J,100,delly
18538,TN,176192,46849916,A_J,100,delly
18539,TN,1620,47156587,A_J,100,delly
18540,TN,4251,47158953,A_J,100,delly
18541,TN,22435,47172146,A_J,100,delly
18542,TN,23437,47950034,A_J,100,delly
18543,TN,28344,47974144,A_J,100,delly
18544,TN,41032,48054709,A_J,100,delly
18545,TN,9718,48095916,A_J,100,delly
18546,TN,1409,48433976,A_J,100,delly
18547,TN,80619,48436100,A_J,100,delly
18548,TN,80619,48436100,A_J,100,delly
18549,TN,32585,50518499,A_J,100,delly
18550,TN,25297,50601975,A_J,100,delly
18551,TN,39571,50756175,A_J,100,delly
18552,TN,32735,50796162,A_J,100,delly
18553,TN,21660,50835083,A_J,100,delly
18554,TN,16052,50875260,A_J,100,delly
18555,TN,15294,50892407,A_J,100,delly
18556,TN,16144,51092377,A_J,100,delly
18557,TN,414913,52309667,A_J,100,delly
18558,TN,128446,52839490,A_J,100,delly
18559,TN,128446,52839490,A_J,100,delly
18560,TN,14236,52971314,A_J,100,delly
18561,TN,412225,55042599,A_J,100,delly
18562,TN,412225,55042599,A_J,100,delly
18563,TN,412225,55042599,A_J,100,delly
18564,TN,59956,55455063,A_J,100,delly
18565,TN,2810,55515608,A_J,100,delly
18566,TN,180081,57832511,A_J,100,delly
18567,TN,180081,57832511,A_J,100,delly
18568,TN,180081,57832511,A_J,100,delly
18569,TN,261063,58704621,A_J,100,delly
18570,TN,7980,59213903,A_J,100,delly
18571,TN,97496,59224791,A_J,100,delly
18572,TN,98957,59322813,A_J,100,delly
18573,TN,50142,59470792,A_J,100,delly
18574,TN,61748,59531560,A_J,100,delly
18575,TN,9914,59593396,A_J,100,delly
18576,TN,46751,59767300,A_J,100,delly
18577,TN,4830,59820238,A_J,100,delly
18578,TN,10410,59874892,A_J,100,delly
18579,TN,18865,59999850,A_J,100,delly
18580,TN,31230,60024961,A_J,100,delly
18581,TN,13292,60056828,A_J,100,delly
18582,TN,18117,60291173,A_J,100,delly
18583,TN,51555,60400199,A_J,100,delly
18584,TN,9524,60470174,A_J,100,delly
18585,TN,12884,60572961,A_J,100,delly
18586,TN,41368,60586060,A_J,100,delly
18587,TN,41368,60586060,A_J,100,delly
18588,TN,13624,60627610,A_J,100,delly
18589,TN,1422,60642341,A_J,100,delly
18590,TN,3048,60654034,A_J,100,delly
18591,TN,46026,60657623,A_J,100,delly
18592,TN,39447,60704766,A_J,100,delly
18593,TN,39963,60773508,A_J,100,delly
18594,TN,15191,60813645,A_J,100,delly
18595,TN,4853,60829529,A_J,100,delly
18596,TN,13612,60852651,A_J,100,delly
18597,TN,13612,60852651,A_J,100,delly
18598,TN,20938,60934034,A_J,100,delly
18599,TN,875,61025787,A_J,100,delly
18600,TN,13892,61154878,A_J,100,delly
18601,TN,24610,61175239,A_J,100,delly
18602,TN,35479,4310396,A_J,100,clever
18603,TN,42327,4346055,A_J,100,clever
18604,TN,39639,4388621,A_J,100,clever
18605,TN,8879,4630490,A_J,100,clever
18606,TN,178699,4639597,A_J,100,clever
18607,TN,75464,4820124,A_J,100,clever
18608,TN,29218,4895768,A_J,100,clever
18609,TN,41952,4925224,A_J,100,clever
18610,TN,254011,4967356,A_J,100,clever
18611,TN,254011,4967356,A_J,100,clever
18612,TN,13051,5386375,A_J,100,clever
18613,TN,6699,5399653,A_J,100,clever
18614,TN,29114,5406827,A_J,100,clever
18615,TN,7081,8957366,A_J,100,clever
18616,TN,187742,8964521,A_J,100,clever
18617,TN,10868,9161728,A_J,100,clever
18618,TN,177885,9178917,A_J,100,clever
18619,TN,93904,9358082,A_J,100,clever
18620,TN,23533,9454729,A_J,100,clever
18621,TN,303406,9496105,A_J,100,clever
18622,TN,31775,10074392,A_J,100,clever
18623,TN,47726,10110570,A_J,100,clever
18624,TN,7700,10158499,A_J,100,clever
18625,TN,13866,10166389,A_J,100,clever
18626,TN,291281,10180443,A_J,100,clever
18627,TN,291281,10180443,A_J,100,clever
18628,TN,102559,10568418,A_J,100,clever
18629,TN,129244,10673010,A_J,100,clever
18630,TN,5171,10802465,A_J,100,clever
18631,TN,146439,10808062,A_J,100,clever
18632,TN,21243,10956411,A_J,100,clever
18633,TN,172704,10977871,A_J,100,clever
18634,TN,7439,11152202,A_J,100,clever
18635,TN,416930,11159871,A_J,100,clever
18636,TN,416930,11159871,A_J,100,clever
18637,TN,15363,11577679,A_J,100,clever
18638,TN,186002,11599854,A_J,100,clever
18639,TN,32046,11906499,A_J,100,clever
18640,TN,3628,11938747,A_J,100,clever
18641,TN,6281,11942594,A_J,100,clever
18642,TN,35795,11949062,A_J,100,clever
18643,TN,209178,12038308,A_J,100,clever
18644,TN,163175,12284250,A_J,100,clever
18645,TN,124471,12454576,A_J,100,clever
18646,TN,219820,12595116,A_J,100,clever
18647,TN,6623,12815128,A_J,100,clever
18648,TN,177973,12823049,A_J,100,clever
18649,TN,311877,15527511,A_J,100,clever
18650,TN,71820,15846600,A_J,100,clever
18651,TN,71820,15846600,A_J,100,clever
18652,TN,71820,15846600,A_J,100,clever
18653,TN,451953,16400977,A_J,100,clever
18654,TN,164700,16853146,A_J,100,clever
18655,TN,40874,17020485,A_J,100,clever
18656,TN,11162,17061525,A_J,100,clever
18657,TN,66411,17072764,A_J,100,clever
18658,TN,561,17245623,A_J,100,clever
18659,TN,77629,17247463,A_J,100,clever
18660,TN,77629,17247463,A_J,100,clever
18661,TN,77629,17247463,A_J,100,clever
18662,TN,869861,17325248,A_J,100,clever
18663,TN,88842,18197278,A_J,100,clever
18664,TN,81292,18617515,A_J,100,clever
18665,TN,151273,18699574,A_J,100,clever
18666,TN,11133,18852463,A_J,100,clever
18667,TN,35293,18863736,A_J,100,clever
18668,TN,91754,19322745,A_J,100,clever
18669,TN,347257,19416211,A_J,100,clever
18670,TN,196836,19767168,A_J,100,clever
18671,TN,196836,19767168,A_J,100,clever
18672,TN,99248,19964118,A_J,100,clever
18673,TN,3878,20063754,A_J,100,clever
18674,TN,71995,20067833,A_J,100,clever
18675,TN,47448,20144371,A_J,100,clever
18676,TN,39156,20391128,A_J,100,clever
18677,TN,95692,20430517,A_J,100,clever
18678,TN,11084,20755391,A_J,100,clever
18679,TN,33578,20774714,A_J,100,clever
18680,TN,640140,20808417,A_J,100,clever
18681,TN,24648,21449707,A_J,100,clever
18682,TN,25953,21474498,A_J,100,clever
18683,TN,14621,21500740,A_J,100,clever
18684,TN,14621,21500740,A_J,100,clever
18685,TN,16978,21515562,A_J,100,clever
18686,TN,989,21949346,A_J,100,clever
18687,TN,22642,21953487,A_J,100,clever
18688,TN,18861,21982406,A_J,100,clever
18689,TN,117188,22001413,A_J,100,clever
18690,TN,39654,22118823,A_J,100,clever
18691,TN,17995,22159248,A_J,100,clever
18692,TN,75315,22178628,A_J,100,clever
18693,TN,177278,22254197,A_J,100,clever
18694,TN,177278,22254197,A_J,100,clever
18695,TN,28638,22431543,A_J,100,clever
18696,TN,129415,22460445,A_J,100,clever
18697,TN,54256,22589986,A_J,100,clever
18698,TN,70691,22651680,A_J,100,clever
18699,TN,69196,22728244,A_J,100,clever
18700,TN,261739,22797610,A_J,100,clever
18701,TN,57656,23510773,A_J,100,clever
18702,TN,130918,23619750,A_J,100,clever
18703,TN,39209,23753994,A_J,100,clever
18704,TN,45927,23793425,A_J,100,clever
18705,TN,117318,23839525,A_J,100,clever
18706,TN,27582,23957514,A_J,100,clever
18707,TN,3420,24283655,A_J,100,clever
18708,TN,8642,24287489,A_J,100,clever
18709,TN,2879,24296939,A_J,100,clever
18710,TN,8714,24300016,A_J,100,clever
18711,TN,16548,24308923,A_J,100,clever
18712,TN,2712,24449281,A_J,100,clever
18713,TN,18452,24452207,A_J,100,clever
18714,TN,22881,24470980,A_J,100,clever
18715,TN,31593,24494182,A_J,100,clever
18716,TN,49681,24858276,A_J,100,clever
18717,TN,124621,24908493,A_J,100,clever
18718,TN,6942,25203702,A_J,100,clever
18719,TN,51153,25210854,A_J,100,clever
18720,TN,2443,25262394,A_J,100,clever
18721,TN,105988,25265017,A_J,100,clever
18722,TN,64515,25830296,A_J,100,clever
18723,TN,15882,25895098,A_J,100,clever
18724,TN,20800,25911172,A_J,100,clever
18725,TN,313439,25932693,A_J,100,clever
18726,TN,73480,26270407,A_J,100,clever
18727,TN,48452,26344059,A_J,100,clever
18728,TN,141107,26395732,A_J,100,clever
18729,TN,176729,26536885,A_J,100,clever
18730,TN,359335,27133490,A_J,100,clever
18731,TN,317023,27703161,A_J,100,clever
18732,TN,51954,28156138,A_J,100,clever
18733,TN,237078,28242433,A_J,100,clever
18734,TN,19964,28526418,A_J,100,clever
18735,TN,28727,28546406,A_J,100,clever
18736,TN,109443,28575810,A_J,100,clever
18737,TN,2419528,29660824,A_J,100,clever
18738,TN,23826,32080869,A_J,100,clever
18739,TN,167264,32209572,A_J,100,clever
18740,TN,361395,32377038,A_J,100,clever
18741,TN,28118,32738643,A_J,100,clever
18742,TN,21413,32766885,A_J,100,clever
18743,TN,88210,32788309,A_J,100,clever
18744,TN,105304,32879445,A_J,100,clever
18745,TN,271234,34223998,A_J,100,clever
18746,TN,271234,34223998,A_J,100,clever
18747,TN,102172,34762516,A_J,100,clever
18748,TN,2613,34979351,A_J,100,clever
18749,TN,94188,34982163,A_J,100,clever
18750,TN,12122,35079835,A_J,100,clever
18751,TN,17893,35092498,A_J,100,clever
18752,TN,39098,36763849,A_J,100,clever
18753,TN,254743,36803143,A_J,100,clever
18754,TN,420052,37058398,A_J,100,clever
18755,TN,105359,37481341,A_J,100,clever
18756,TN,25668,37595290,A_J,100,clever
18757,TN,4629,37799205,A_J,100,clever
18758,TN,39963,37803917,A_J,100,clever
18759,TN,166524,37844462,A_J,100,clever
18760,TN,1275,38019297,A_J,100,clever
18761,TN,612,38021225,A_J,100,clever
18762,TN,57029,38021936,A_J,100,clever
18763,TN,57029,38021936,A_J,100,clever
18764,TN,57029,38021936,A_J,100,clever
18765,TN,134893,38080311,A_J,100,clever
18766,TN,159602,38215419,A_J,100,clever
18767,TN,42821,38382090,A_J,100,clever
18768,TN,18802,38425093,A_J,100,clever
18769,TN,72530,38755960,A_J,100,clever
18770,TN,35988,38952333,A_J,100,clever
18771,TN,7972,38988528,A_J,100,clever
18772,TN,17527,38996653,A_J,100,clever
18773,TN,87740,39142980,A_J,100,clever
18774,TN,87740,39142980,A_J,100,clever
18775,TN,143780,39248656,A_J,100,clever
18776,TN,143780,39248656,A_J,100,clever
18777,TN,13776,39398664,A_J,100,clever
18778,TN,753,39419830,A_J,100,clever
18779,TN,71290,39426852,A_J,100,clever
18780,TN,18289,39498232,A_J,100,clever
18781,TN,2206,39516779,A_J,100,clever
18782,TN,62113,39537802,A_J,100,clever
18783,TN,85623,39607100,A_J,100,clever
18784,TN,223137,39724035,A_J,100,clever
18785,TN,77403,40018410,A_J,100,clever
18786,TN,2041,40205767,A_J,100,clever
18787,TN,339060,40208190,A_J,100,clever
18788,TN,339060,40208190,A_J,100,clever
18789,TN,339060,40208190,A_J,100,clever
18790,TN,74374,40547396,A_J,100,clever
18791,TN,298420,40624605,A_J,100,clever
18792,TN,11574,40923238,A_J,100,clever
18793,TN,321043,41049940,A_J,100,clever
18794,TN,22679,41371040,A_J,100,clever
18795,TN,94511,41394973,A_J,100,clever
18796,TN,94511,41394973,A_J,100,clever
18797,TN,35498,41489767,A_J,100,clever
18798,TN,114512,41648160,A_J,100,clever
18799,TN,6487,41762847,A_J,100,clever
18800,TN,13277,41769413,A_J,100,clever
18801,TN,38848,41782964,A_J,100,clever
18802,TN,50626,41822449,A_J,100,clever
18803,TN,63244,41873189,A_J,100,clever
18804,TN,122916,41936631,A_J,100,clever
18805,TN,25126,42059746,A_J,100,clever
18806,TN,8980,42085135,A_J,100,clever
18807,TN,3458,42094299,A_J,100,clever
18808,TN,11675,42097933,A_J,100,clever
18809,TN,11675,42097933,A_J,100,clever
18810,TN,4704,42109800,A_J,100,clever
18811,TN,20962,42325009,A_J,100,clever
18812,TN,91040,42350309,A_J,100,clever
18813,TN,21896,42441522,A_J,100,clever
18814,TN,84884,42463734,A_J,100,clever
18815,TN,6563,42548713,A_J,100,clever
18816,TN,6275,42558889,A_J,100,clever
18817,TN,173565,42609401,A_J,100,clever
18818,TN,58575,42939831,A_J,100,clever
18819,TN,13943,43005058,A_J,100,clever
18820,TN,26953,43020087,A_J,100,clever
18821,TN,97488,43047517,A_J,100,clever
18822,TN,97488,43047517,A_J,100,clever
18823,TN,93902,43145196,A_J,100,clever
18824,TN,283321,43239914,A_J,100,clever
18825,TN,79036,43634111,A_J,100,clever
18826,TN,94870,43713334,A_J,100,clever
18827,TN,56517,43808287,A_J,100,clever
18828,TN,86737,43865032,A_J,100,clever
18829,TN,50666,43952023,A_J,100,clever
18830,TN,44544,44120720,A_J,100,clever
18831,TN,44934,44224946,A_J,100,clever
18832,TN,13007,44613066,A_J,100,clever
18833,TN,427350,44766072,A_J,100,clever
18834,TN,427350,44766072,A_J,100,clever
18835,TN,5055,45214574,A_J,100,clever
18836,TN,410693,45288429,A_J,100,clever
18837,TN,1694,45706227,A_J,100,clever
18838,TN,50875,45708186,A_J,100,clever
18839,TN,51303,45759302,A_J,100,clever
18840,TN,207150,45810857,A_J,100,clever
18841,TN,2468,46018216,A_J,100,clever
18842,TN,27128,46021587,A_J,100,clever
18843,TN,8740,46218328,A_J,100,clever
18844,TN,1981,46227288,A_J,100,clever
18845,TN,130339,46229575,A_J,100,clever
18846,TN,174113,46360163,A_J,100,clever
18847,TN,2255,46534436,A_J,100,clever
18848,TN,1729,46536890,A_J,100,clever
18849,TN,6663,46538792,A_J,100,clever
18850,TN,21208,46545654,A_J,100,clever
18851,TN,21208,46545654,A_J,100,clever
18852,TN,38259,46567079,A_J,100,clever
18853,TN,45755,46651729,A_J,100,clever
18854,TN,21189,46697554,A_J,100,clever
18855,TN,96235,46753559,A_J,100,clever
18856,TN,45996,46849912,A_J,100,clever
18857,TN,90786,46896071,A_J,100,clever
18858,TN,153104,47003236,A_J,100,clever
18859,TN,1609,47156593,A_J,100,clever
18860,TN,4244,47158955,A_J,100,clever
18861,TN,7458,47164487,A_J,100,clever
18862,TN,22444,47172130,A_J,100,clever
18863,TN,203718,47490545,A_J,100,clever
18864,TN,23430,47950028,A_J,100,clever
18865,TN,28139,47974147,A_J,100,clever
18866,TN,52084,48002508,A_J,100,clever
18867,TN,52084,48002508,A_J,100,clever
18868,TN,41020,48054705,A_J,100,clever
18869,TN,9706,48095912,A_J,100,clever
18870,TN,23561,48106028,A_J,100,clever
18871,TN,96078,48129730,A_J,100,clever
18872,TN,170053,48232308,A_J,100,clever
18873,TN,31185,48402563,A_J,100,clever
18874,TN,942,48515754,A_J,100,clever
18875,TN,3144,50541042,A_J,100,clever
18876,TN,6758,50544327,A_J,100,clever
18877,TN,40450,50557876,A_J,100,clever
18878,TN,25306,50601966,A_J,100,clever
18879,TN,5895,50629268,A_J,100,clever
18880,TN,160547,50635189,A_J,100,clever
18881,TN,160547,50635189,A_J,100,clever
18882,TN,28386,50835074,A_J,100,clever
18883,TN,28386,50835074,A_J,100,clever
18884,TN,2650,50865992,A_J,100,clever
18885,TN,6461,50868691,A_J,100,clever
18886,TN,16053,50875257,A_J,100,clever
18887,TN,15282,50892393,A_J,100,clever
18888,TN,26080,52725797,A_J,100,clever
18889,TN,86887,52752120,A_J,100,clever
18890,TN,128486,52839424,A_J,100,clever
18891,TN,14236,52971315,A_J,100,clever
18892,TN,534708,53882980,A_J,100,clever
18893,TN,40924,55001539,A_J,100,clever
18894,TN,20398,55042602,A_J,100,clever
18895,TN,19162,55435663,A_J,100,clever
18896,TN,59981,55455058,A_J,100,clever
18897,TN,33115,57741232,A_J,100,clever
18898,TN,59098,57832511,A_J,100,clever
18899,TN,230504,57891963,A_J,100,clever
18900,TN,410150,58360144,A_J,100,clever
18901,TN,195346,58770464,A_J,100,clever
18902,TN,8007,59213870,A_J,100,clever
18903,TN,97506,59224781,A_J,100,clever
18904,TN,58585,59421903,A_J,100,clever
18905,TN,50536,59480562,A_J,100,clever
18906,TN,71756,59531544,A_J,100,clever
18907,TN,51642,59610517,A_J,100,clever
18908,TN,45301,59826717,A_J,100,clever
18909,TN,10205,59874884,A_J,100,clever
18910,TN,66893,59885247,A_J,100,clever
18911,TN,563,59952236,A_J,100,clever
18912,TN,24560,59952991,A_J,100,clever
18913,TN,5676,59977683,A_J,100,clever
18914,TN,14828,59983497,A_J,100,clever
18915,TN,18850,59999857,A_J,100,clever
18916,TN,31209,60024956,A_J,100,clever
18917,TN,13291,60056827,A_J,100,clever
18918,TN,116557,60070303,A_J,100,clever
18919,TN,44984,60187009,A_J,100,clever
18920,TN,49520,60241451,A_J,100,clever
18921,TN,37951,60309624,A_J,100,clever
18922,TN,52163,60412893,A_J,100,clever
18923,TN,4824,60465272,A_J,100,clever
18924,TN,9522,60470162,A_J,100,clever
18925,TN,12900,60572952,A_J,100,clever
18926,TN,30867,60586059,A_J,100,clever
18927,TN,10347,60617081,A_J,100,clever
18928,TN,13621,60627597,A_J,100,clever
18929,TN,1423,60642337,A_J,100,clever
18930,TN,3119,60653957,A_J,100,clever
18931,TN,33132,60657624,A_J,100,clever
18932,TN,33132,60657624,A_J,100,clever
18933,TN,53356,60690855,A_J,100,clever
18934,TN,53356,60690855,A_J,100,clever
18935,TN,3213,60744338,A_J,100,clever
18936,TN,53833,60747667,A_J,100,clever
18937,TN,11738,60801691,A_J,100,clever
18938,TN,15175,60813649,A_J,100,clever
18939,TN,1851,60829470,A_J,100,clever
18940,TN,2729,60831634,A_J,100,clever
18941,TN,18522,60834537,A_J,100,clever
18942,TN,18522,60834537,A_J,100,clever
18943,TN,72210,60853104,A_J,100,clever
18944,TN,72210,60853104,A_J,100,clever
18945,TN,14485,60934034,A_J,100,clever
18946,TN,76808,60948759,A_J,100,clever
18947,TN,859,61025783,A_J,100,clever
18948,TN,86287,61026836,A_J,100,clever
18949,TN,821,61113383,A_J,100,clever
18950,TN,33229,61135541,A_J,100,clever
18951,TN,33229,61135541,A_J,100,clever
18952,TN,702704,3607495,A_J,100,breakdancer
18953,TN,35505,4310402,A_J,100,breakdancer
18954,TN,42368,4346053,A_J,100,breakdancer
18955,TN,8799,4630491,A_J,100,breakdancer
18956,TN,75460,4820132,A_J,100,breakdancer
18957,TN,42010,4925203,A_J,100,breakdancer
18958,TN,42010,4925203,A_J,100,breakdancer
18959,TN,418699,4967504,A_J,100,breakdancer
18960,TN,418699,4967504,A_J,100,breakdancer
18961,TN,20017,5386375,A_J,100,breakdancer
18962,TN,20017,5386375,A_J,100,breakdancer
18963,TN,29158,5406823,A_J,100,breakdancer
18964,TN,6470,5436826,A_J,100,breakdancer
18965,TN,578989,5443716,A_J,100,breakdancer
18966,TN,194849,8957379,A_J,100,breakdancer
18967,TN,10760,9161772,A_J,100,breakdancer
18968,TN,264603,9178949,A_J,100,breakdancer
18969,TN,23545,9454769,A_J,100,breakdancer
18970,TN,23545,9454769,A_J,100,breakdancer
18971,TN,18784,9483347,A_J,100,breakdancer
18972,TN,566324,9507867,A_J,100,breakdancer
18973,TN,7739,10158492,A_J,100,breakdancer
18974,TN,291182,10180445,A_J,100,breakdancer
18975,TN,291182,10180445,A_J,100,breakdancer
18976,TN,59524,10508656,A_J,100,breakdancer
18977,TN,102508,10568417,A_J,100,breakdancer
18978,TN,131113,10671180,A_J,100,breakdancer
18979,TN,146486,10808053,A_J,100,breakdancer
18980,TN,52608,10956415,A_J,100,breakdancer
18981,TN,7486,11152203,A_J,100,breakdancer
18982,TN,15407,11577674,A_J,100,breakdancer
18983,TN,243288,11599835,A_J,100,breakdancer
18984,TN,243288,11599835,A_J,100,breakdancer
18985,TN,62566,11843517,A_J,100,breakdancer
18986,TN,3548,11938746,A_J,100,breakdancer
18987,TN,42271,11942624,A_J,100,breakdancer
18988,TN,213279,11985096,A_J,100,breakdancer
18989,TN,330809,12248289,A_J,100,breakdancer
18990,TN,330809,12248289,A_J,100,breakdancer
18991,TN,330809,12248289,A_J,100,breakdancer
18992,TN,10363,12582953,A_J,100,breakdancer
18993,TN,6655,12815129,A_J,100,breakdancer
18994,TN,461111,12823049,A_J,100,breakdancer
18995,TN,59585,15846589,A_J,100,breakdancer
18996,TN,59585,15846589,A_J,100,breakdancer
18997,TN,164763,16853147,A_J,100,breakdancer
18998,TN,164763,16853147,A_J,100,breakdancer
18999,TN,89607,17020486,A_J,100,breakdancer
19000,TN,89607,17020486,A_J,100,breakdancer
19001,TN,135392,17110846,A_J,100,breakdancer
19002,TN,135392,17110846,A_J,100,breakdancer
19003,TN,54758,17247457,A_J,100,breakdancer
19004,TN,54758,17247457,A_J,100,breakdancer
19005,TN,158746,17309577,A_J,100,breakdancer
19006,TN,88845,18197279,A_J,100,breakdancer
19007,TN,46589,18852455,A_J,100,breakdancer
19008,TN,91796,19322750,A_J,100,breakdancer
19009,TN,347313,19416203,A_J,100,breakdancer
19010,TN,185184,19767166,A_J,100,breakdancer
19011,TN,185184,19767166,A_J,100,breakdancer
19012,TN,30965,19952824,A_J,100,breakdancer
19013,TN,30965,19952824,A_J,100,breakdancer
19014,TN,78020,19985387,A_J,100,breakdancer
19015,TN,76117,20063755,A_J,100,breakdancer
19016,TN,76117,20063755,A_J,100,breakdancer
19017,TN,47396,20144372,A_J,100,breakdancer
19018,TN,51586,20378786,A_J,100,breakdancer
19019,TN,194313,20431219,A_J,100,breakdancer
19020,TN,11174,20755380,A_J,100,breakdancer
19021,TN,264271,20774715,A_J,100,breakdancer
19022,TN,264271,20774715,A_J,100,breakdancer
19023,TN,51018,21449706,A_J,100,breakdancer
19024,TN,51018,21449706,A_J,100,breakdancer
19025,TN,14496,21500872,A_J,100,breakdancer
19026,TN,14496,21500872,A_J,100,breakdancer
19027,TN,17003,21515565,A_J,100,breakdancer
19028,TN,1027,21949344,A_J,100,breakdancer
19029,TN,22734,21953471,A_J,100,breakdancer
19030,TN,18908,21982402,A_J,100,breakdancer
19031,TN,39642,22118874,A_J,100,breakdancer
19032,TN,18034,22159246,A_J,100,breakdancer
19033,TN,151995,22254178,A_J,100,breakdancer
19034,TN,151995,22254178,A_J,100,breakdancer
19035,TN,50538,22409689,A_J,100,breakdancer
19036,TN,50538,22409689,A_J,100,breakdancer
19037,TN,183848,22460434,A_J,100,breakdancer
19038,TN,183848,22460434,A_J,100,breakdancer
19039,TN,183848,22460434,A_J,100,breakdancer
19040,TN,70748,22651680,A_J,100,breakdancer
19041,TN,268889,22728237,A_J,100,breakdancer
19042,TN,130899,23619809,A_J,100,breakdancer
19043,TN,39252,23753995,A_J,100,breakdancer
19044,TN,128629,23793427,A_J,100,breakdancer
19045,TN,28566,23957515,A_J,100,breakdancer
19046,TN,135657,24147590,A_J,100,breakdancer
19047,TN,3491,24283644,A_J,100,breakdancer
19048,TN,8735,24287490,A_J,100,breakdancer
19049,TN,2904,24296928,A_J,100,breakdancer
19050,TN,8738,24300017,A_J,100,breakdancer
19051,TN,16563,24308925,A_J,100,breakdancer
19052,TN,122140,24325558,A_J,100,breakdancer
19053,TN,2730,24449263,A_J,100,breakdancer
19054,TN,18558,24452208,A_J,100,breakdancer
19055,TN,23012,24470922,A_J,100,breakdancer
19056,TN,31111,24876880,A_J,100,breakdancer
19057,TN,87879,24908494,A_J,100,breakdancer
19058,TN,6907,25203738,A_J,100,breakdancer
19059,TN,51212,25210852,A_J,100,breakdancer
19060,TN,2369,25262393,A_J,100,breakdancer
19061,TN,296479,25372213,A_J,100,breakdancer
19062,TN,20810,25911191,A_J,100,breakdancer
19063,TN,337254,25932694,A_J,100,breakdancer
19064,TN,337254,25932694,A_J,100,breakdancer
19065,TN,73525,26270408,A_J,100,breakdancer
19066,TN,48504,26344061,A_J,100,breakdancer
19067,TN,205096,27497767,A_J,100,breakdancer
